UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
832,46507,Manchester,13-03-2020,?Soap is actually amazing ? ?? is the reassuring science on why washing your hands is the enemy of #Covid_19 -basically if anti-bac has ran out at the supermarket dont panic ??if youve still got soap ? (ps - ????to the increase of rational scientists on twitter) https://t.co/89c4SuUcJN,Negative
833,46508,,13-03-2020,"If youre shopping/panic buying today, please think about getting a few extra items for the food banks #Covid_19 #panicbuying",Negative
834,46513,Ohio,13-03-2020,Just went to do my regularly scheduled grocery shopping and there was basically no food! ? I did stock up on icecream though.  #coronavirus,Negative
835,46514,"Toronto, ON",13-03-2020,Someone pulled a gun inside a Toronto supermarket today #coronavirus #coronapocalypse #CoronaOutbreak #Covid_19 https://t.co/itDJdFOttY,Negative
836,46515,"Philadelphia, PA",13-03-2020,Yall... trying to do some (normal) grocery shopping today and its INSANE out there. I live above a Trader Joes and was just in there and like 90% of the store was bare shelves. I didnt take any pictures but should have. #COVID2019 #keepcalmandwashyourhands,Negative
837,46516,"Toronto, Ontario",13-03-2020,I think Its funny how everything gets cancelled for all gatherings but were  forced to gather at the grocery store ????? #coronavirus #CoronaVirusCanada #COVID2019,Negative
838,46517,,13-03-2020,@GovWhitmer #Covid_19 our non essential retail stores that dont provide food meds equip need to shutdown ..Ikea not just Pennsylvania store at any time we have thousands of people in the canton mi store were scared and dont want to call off due to r,Negative
839,46518,"??? Tokyo, Japan",13-03-2020,"Feeling that the battles with the coronavirus/covid-19 will take a long time to end. More or less, a year. Anyway, necessary to develop the faster testing apparatus and vaccine. Feeling no meaningful to buy many food and daily necessities and stock them in the house.",Negative
840,46519,,13-03-2020,Im worried about how much online shopping Ill be doing when I dont have sport or work to distract me. Me and my Asos driver and going to get super friendly #Covid_19 #asos #shoptilyoucough,Positive
841,46520,Variable,13-03-2020,"Went to the supermarket, which was eerie cos of #Covid_19 but on the upside v few people heard my daughter shout Look! Theyve got syphilis!. This is what she was pointing at ? https://t.co/NVcSIw6zHc",Negative
842,46521,Minneapolis,13-03-2020,Walmart CEO McMillon said it will be hard to keep hand sanitizer in stock because demand is outpacing supply Thus confirming what anyone who s been to a store lately kinda knew already,Positive
843,46523,"Houston, TX",13-03-2020,Went to the grocery store: toilet paper shelves are empty but the cheese is fully stocked. Problem solved. #ToiletPaperApocalypse #coronapocalypse #Covid_19,Negative
844,46525,Ohio,13-03-2020,"PSA: Be kind to not only retail employees during this COVID-19 situation, but also be kind to the other customers. We don't need fights breaking out in the store.",Positive
845,46527,"Toronto, Ontario",13-03-2020,Sherway Gardens retail store closed after employee tested positive for COVID-19.,Positive
846,46529,"Overland Park, KS",13-03-2020,"The worst part about COVID-19 is finding food for my family. We've been unable to buy food from the grocery store for a week. Finally picked up some chicken yesterday, but everything else we'd ordered was outta stock :/.",Negative
847,46530,,13-03-2020,"You know, normally I don't tweet but I am low-key scared to go to work rn. I work at a grocery store. Wish me luck people. 
#covid_19 #panicbuying #coronavirus",Positive
848,46534,"Tobermory, Inner Herbides, United Kingdom Region, European Union, Afro-Eurasian supercontinent, Planet Earth",13-03-2020,"This is what Wuhan coronavirus from China is doing to the global economy ... all because China has low food, health, safety, hygiene, regulatory, and other low standards, plus lack of governmental transparency, democracy and honesty.

#COVID19 
#covid_19

https://t.co/NZMD73JM3F",Positive
849,46535,"Memphis, TN",13-03-2020,"**UPDATE** As we continue to monitor the effects of COVID-19 on our community, we have decided to postpone all tastings in March. However, we are still open for business! Don't forget we offer online shopping and delivery services: https://t.co/5VCx7Blfnz https://t.co/MF5pH3LUYr",Negative
850,46537,Joplin,13-03-2020,"The workers keeping Sams Club, Costco, Walmart, Target, and any other grocery store running in this country deserve a round of applause! 

#Covid_19",Positive
851,46539,Gh,13-03-2020,"Right now even wholesalers dont have stocks of hand sanitizers and nosemasks. The few ones that do are also selling them almost 5 times the normal prices. 
 #CoronaOutbreak #Covid_19",Positive
852,46540,"East Dulwich, London",13-03-2020,I have witnessed three fights in the supermarket today. The shelves are bare too #Covid_19 #CoronavirusPandemic,Negative
853,46542,A galaxy far far away,13-03-2020,Currently I am at my local grocery store trying to buy my weekly groceries and they are all out of soup except for one kind. Guess which one. #Covid_19 #panicbuying,Positive
854,46545,United States,13-03-2020,@JohnMagdesian @eugenegu @realDonaldTrump Unless its your mommy who gets #Covid_19 by going to the grocery store this afternoon. Then &amp; only then does the classic non empathetic tune change w the Cons.,Positive
855,46546,,13-03-2020,"Here you would think people avoid crowds ... why is my supermarket so packed with ppl then? ????
#Covid_19",Negative
856,46547,Utopia,13-03-2020,Did #Trump just say hell purchase large amounts of crude oil at a very cheap price because its a good time to fill it up after oil prices crashed a week ago? ??? #Covid_19 #TrumpAddress,Negative
857,46548,Cyprus,13-03-2020,"Stocked up on cleaning supply, desinfectants and hand sanitizers two weeks ago. So wise! Now, panic over #Covid_19 engulfed #Cyprus and people are emptying shelves in supermarkets as we tweet. Tomorrow morning will go to buy some food. Feeling #anxious ...",Positive
858,46551,Chicago,13-03-2020,"If you haven't felt any anxiety yet, go to a grocery store.  #Covid_19 #coronavirus #endtimes https://t.co/gs2BhraKQT",Negative
859,46552,"Laredo, Texas",13-03-2020,People are understandably worried about the spread of the coronavirus (COVID-19) https://t.co/zsgWWXe1ne https://t.co/ED85S7vT2l,Negative
860,46553,,13-03-2020,"Call your healthcare provider if you think you have been exposed to COVID-19 or develop a fever, cough or shortness of breath. 
But please do not allow panic to set in. There is no need to hoard food or medical supplies. In fact, that can be harmful to our community - (4/5)",Positive
861,46555,Los Angeles,13-03-2020,"something I'm doing from home today, donating to food banks who are going to be overrun with demand. donate locally or to cities in need @FoodBankForNYC &amp; @LAFoodBank 
#InThisTogether #Covid_19",Negative
862,46557,"North Carolina, USA",13-03-2020,WHOS PAYING FOR ALL THIS?!? The consumer? How much will these drive-thru tests cost?!? WHAT ABOUT AN INCREASE IN VENTILATORS????? #coronavirus #Covid_19 #CoronavirusPandemic #CoronaOutbreak,Positive
863,46561,,13-03-2020,"I dont get people at all, why are people more concerned about stocking up on pasta and bog roll, why not stock up on healthy food, vitamins, quit smoking, do some exercise. Concentrate on your health #CoronavirusPandemic #Covid_19 #coronavirusuk",Positive
864,46565,Leeds,13-03-2020,"These were the scenes in one Leeds supermarket this evening. Has the world gone mad? 

Visit the LeedsLive website for more on the impact of the virus in Leeds ?

#coronavirus #Leeds #covid_19 #LeedsLive @ Morrisons https://t.co/GBWQTTcB9e",Negative
865,46566,"Denver, CO",13-03-2020,"Went skiing, didn't get hurt. Grocery store had everything we needed. Took day off work, no surprise calls. Stock market up. Don't think I got #Covid_19. For all the crap that #FridayThe13th gets, it's been the best day of the month so far.",Negative
866,46569,"Washington, DC",13-03-2020,"Just left the grocery store ????? &amp; now watching #CNN where Dr. Fauci said to stock up on bottled water. Someone please explain this to me! People do know they can get water from their faucet, right?! This is a #pandemic not a power outage. ????? #Covid_19 #coronavirus",Positive
867,46570,Canada,13-03-2020,My local grocery store just went #CoronaVirusCanada  crazy  #covid19 #covid #coronavirus this is lame. I'm not afraid of corona or empty shelves... I know how to bake bread like a mofucka lmao https://t.co/uqJ21NiSza,Positive
868,46571,,13-03-2020,@crypto_rookie $btc Its hard to say but a retest of 3600 is likely in the next few days. I still believe we will see lower prices as #Covid_19 is just getting starting in the states,Negative
869,46574,"Carlsbad, CA",13-03-2020,"Call your representatives today and demand they pass the #FamiliesFirst coronavirus bill. #coronavirus 
- Free testing
- 14 days paid sick leave
- 3 months paid family leave
- Expanded unemployment insurance &amp; food security
- Medicaid funds
Lives are on the line. (202) 224-3121",Negative
870,46575,"Toronto, Ontario",13-03-2020,Empty store shelves at a Sobeys in Etobicoke. People there tell me they went there after lines were too long at other grocery stores #Covid_19 https://t.co/gq8VBvDiuH,Negative
871,46576,,13-03-2020,"@PicknPay @Fresh_Living Due to #coronavirus what do you say about the fact that people are afraid to go to the malls? Isn't  possible to ensure that online shopping is everywhere in SA, local, and deliver at lower price.",Positive
872,46577,,13-03-2020,"Hey pals! Try not to spread anything to those who may be more vulnerable than you... its totally tempting to take advantage of low flight prices but we gotta think of others rn... otherwise Id be in BC having a time! 
#Covid_19",Negative
873,46579,Redondo Beach,13-03-2020,South Bay and other communities scramble for necessities as supplies backordered or out of stock. This is smart and final in Redondo beach. @CBSLA @KTLAnewsdesk #CommunityQuarantine #Covid_19 #supplies #southbay #LA #food #panicbuyers #eccunion https://t.co/rorhMwEyVH,Positive
874,46581,"Quilcene, WA",13-03-2020,"At the grocery store for our regular shopping trip &amp; the madness is strong ? No toilet paper or flour left, and so many people buying water ???? #coronavirus #pandemic #livingthatepicenterlife",Negative
875,46583,,13-03-2020,"I have never seen anything like this #coronavirus?The grocery store was crazy last night! No toilet paper,hand sanitizer,or disinfection wipes!We have tickets for 2 concerts next month. Hope theyre not canceled?Praying this passes quickly &amp; for anyone effected. ?????????",Negative
876,46584,"Washington, USA",13-03-2020,"Trump's corporate #COVID2019 plan:
Keep oil prices up (juice the market)
Getting out more testing sites for paying customers (make more $$)
No interest to student loans (still have to pay principle)

Did I miss the part about low income people/layed off workers?",Negative
877,46586,"Melbourne, Australia",13-03-2020,Does anyone know if its safe to receive packages from the US? Im talking about online shopping. #Covid_19 #coronavirus,Positive
878,46587,,13-03-2020,@geniebouchard There is too much crowding in that supermarket. It is not good for health safety #Covid_19 #stayathome #fromitalywithlove,Positive
879,46588,"Toronto, Ont.",13-03-2020,"In case you were wondering how bad it is out here, my girlfriend just called me mom at the grocery store. #Covid_19",Negative
880,46589,,13-03-2020,"No milk, toilet roll or pasta in the supermarket. This is insane!!! #CoronaOutbreak #Covid_19 #whatDIVOC https://t.co/ZBCXGR5hJJ",Negative
881,46591,New York,13-03-2020,going to a supermarket is like joining a small gathering.. the whole neighborhood is food shopping #Covid_19,Positive
882,46593,,13-03-2020,Good time for #African nations to build up #strategicpetroleumreserve as prices will be quite low and #COVID2019 is still controlling the markets! Its our #1 expenditure! @akin_adesina @afreximbank @SongweVera @LopesInsights @CyrilRamaphosa @MBuhari @PaulKagame @AlsisiOfficial,Positive
883,46595,"SD,CA",13-03-2020,All these online retailers thats Im subscribed to are sending me multiple emails about Covid-19. Its starting to hit me that these stores in a week or even a month will be closing due to exposure of the corona virus. Stock up on FOOD and Hygiene is the most important thing!!!!,Positive
884,46597,"Waterloo, Ontario",13-03-2020,"Setting up an old iMac as a RIP machine for my Canon printer- installing snow leopard from a CD like its 2009- simpler times, when your computer mouse had a cord and you could buy toliet paper at your local grocery store. #Covid_19 https://t.co/917J00Sr3h",Positive
885,46598,,13-03-2020,"BoC's Poloz Q&amp;A: Rate cuts help those renewing mortgages or w/adjustable rates. ""Quite important channels."" Lowers barrier to get into hsing market. Consumer, business confidence needs to be supported. Don't like negative rates but in tool kit. #Canada #coronavirus @anthonymace",Positive
886,46599,India,13-03-2020,"@ANI It would be more better if the prices are fixed &amp; no single person shall do bulk buying or selling.
Rather it should be distributed through all govt Health Clinics, Shops, Hospitals &amp; Common Service centres, across India.
@PMOIndia 
@Mo",Positive
887,46602,,13-03-2020,"Different levels of fear and personal protection. Noticed this guy at grocery store today with full protective suit!
#Covid_19 https://t.co/hTMEhehdoU",Negative
888,46603,"California, USA",13-03-2020,"PUBLIC SERVICE ANNOUNCEMENT: Cannabis does not cure Coronavirus. No matter how much you smoke, eat, shove up your bum, it will not kill it. Be smart. Know your sources for reputable information. Cannabis may help with symptoms, and may even lessen the intensity of it, but no cure",Positive
889,46605,Essex/Algarve,13-03-2020,"@x_edentheodorou Totally agree!! No rice or pasta in sainsbury this morning ?????
Head of a supermarket last night on BBCQT said there is enough food etc being supplied for everyone and the public atm dont need to panic buy. #thinkofeveryone #Covid_19",Negative
890,46610,"Ormoc City, Philippines",13-03-2020,"I was enlightened on the issue of ""panic-buying"" by our school nurse in which she said we shouldn't call it that way as it is not all about fear but disaster preparedness. As Ormoc City heightens its alertness on COVID-19, she said its better to stock food and other necessary...",Negative
891,46614,,13-03-2020,"Shelf isolation... When you're the only item left in the supermarket. 
#coronavirus #Covid_19 #covid19 https://t.co/K3BbdIHJnV",Negative
892,46618,United Kingdom,13-03-2020,"Wales moves to let online food orders be delivered 24 hours a day during #coronavirus emergency. @IainDale
https://t.co/15mGzEypYF",Negative
893,46620,wandering about,13-03-2020,"@cathymcmorris your constituents demand that you vote YES on the #familiesfirst #coronavirus bill. We need free testing, paid sick leave, Medicaid funds, family leave, extended unemployment insurance, and food security. Put Eastern Washingtonians above po",Negative
894,46621,Los Angeles,13-03-2020,"Remember Oregon Trail and having to rest and then stock up on food via hunting or general store hoarding?

Our future grandkids will play some VR game called The 405 and instead of Zeke getting malaria, Chloé has Covid-19 and has to do Amazon shopping.",Positive
895,46622,"Rochester, NY",13-03-2020,A tale of two food business sectors from my visits today: supermarket packed while small family-owned restaurant empty. We all need food. How about switching the dynamic and order some meals from your favorite locally owned restaurant? #shoplocal #Covid_19 https://t.co/mX1awl8f28,Positive
896,46623,"Ontario, CA",13-03-2020,"I did not know the extend of scarcity reaction crisis until I went to a local Metro grocery store! I managed to fill a grocery shopping card probably for 1-2 months, but should watch it carefully! #war 
#Covid_19 #CoronavirusPandemic https://t.co/ObcvNsL2hw",Negative
897,46625,All over the show...,13-03-2020,"Saw a documentary on #ITV with @Rylan encouraging people to panic buy stuff in the supermarket.
There was an audience cheering it all on too!

Absolute carnage: Can certainly see where the mass hysteria is coming from.

#Covid_19",Positive
898,46626,,13-03-2020,"Does covid-19 seem like a promo code to get 19% off when online shopping or is that just me ?
#Quarantine",Positive
899,46630,"Michigan, USA",13-03-2020,?PSA? Counterfeit Currency  Surfaces Amidst #Coronavirus Pandemic!! This fake $5 bill was mixed in with the change I got back when I went to the grocery store today... #StayHealthy #StaySafe #StayWoke #Money #QuarantineAndChill #PanicBuying  #Covid_19 https://t.co/u9Y3oBXje7,Negative
900,46635,Hamburg,13-03-2020,Our supermarket is being funny. #Covid_19 #coronavirus https://t.co/hxK725yHE0,Positive
901,46640,Kenya,13-03-2020,"This is the time for employers to enforce employees working remotely. The time for retailers and wholesalers to make online shopping efficient. The time for Kenyans to stay home and bond. #Covid_19 can be contained. Minimize movements. GOK, time to step up universal healthcare.",Positive
902,46641,Lancashire,13-03-2020,"@BBCNWT went shopping this am. Took a trolley into the supermarket, filled it with food etc for the next week, left the trolley for the next person ? Should stores be providing wipes to clean the handles? #Covid_19",Positive
903,46643,Houston ,13-03-2020,I went to th grocery store at 4:30 this morning and i honestly thought I was going to get robbed #Covid_19,Positive
904,46644,"Austin, TX",13-03-2020,Just stopped off at the grocery store to pick up a couple of things for tonight's dinner. I've never seen so many maniacs in one place. #panicbuying #Covid_19 #CoronaOutbreak,Negative
905,46646,"London, England",13-03-2020,"Mutual aid groups have been set up in Hackney, Lewisham and Battersea, to help people access food, complete errands etc  particularly those who are elderly, disabled and/or immunocompromised.
https://t.co/X0mW4Emego
https://t.co/Y18kmnoI2x
https://t.co/87b4ClW83o",Positive
906,46647,,13-03-2020,I am featured in the @TorontoStar today with one of my tweets from yesterdays craziness at the grocery store!  #Covid_19 #COVID19 #torontostar #barrie #CoronaOutbreak #CoronaVirusCanada #Toronto https://t.co/tkiHXjTkbQ,Negative
907,46648,"Dallas, Texas, USA",13-03-2020,Dang folks! #Toiletpaper does NOT protect you from #Covid_19 #coronavirus. Heres the #ToiletPaperApocalypse isle at our neighborhood grocery store just now! https://t.co/PMh9nopzyQ,Negative
908,46649,,13-03-2020,"@newtgingrich @IngrahamAngle Nearly all the recent pandemics came from China..add on Unsafe pet foods, drug recalls.

When this is over,  we must DEMAND that China come into the 21st century with food and drug safety.

Frankly, China should remain",Positive
909,46650,Earth,13-03-2020,Theres a face mask shortage in various hospitals across the country and @amazon is only allowing Chinese manufacturers to sell on their platform because they offer lower prices... Takes 1+ months to arrive  #Covid_19 https://t.co/KVp3EZNtpP,Negative
910,46651,"Los Angeles, CA...USA",13-03-2020,"With empty shelves in almost every retail grocery and drug store establishment, I couldn't resist posting this! Let's get a grip people! #coronavirus #covid_19 @ Pismo Beach, California https://t.co/BVOVhn3K08",Negative
911,46653,,13-03-2020,I just saw that this was played at Coles Supermarket. What other songs would not be the best to play supermarket right now? #covid19australia #Covid_19 #panicbuying https://t.co/4UWW5hVXVN,Positive
912,46654,"Harrisburg, PA",13-03-2020,"The book industry will no doubt be impacted by COVID-19  this includes authors, publishers, and indie bookstores. If youre seeking a good book to read in the comfort of your own home, please consider shopping with us (or your local indie) in our online capacities.",Positive
913,46655,,13-03-2020,The same people that think Trump could be trusted with this #Covid_19 crisis  are the same people that have gone to the grocery store and bought ten 24 packs of toilet paper but no food. #Trumpspeech #coronapocalypse #panicbuying #coronavirus #trumppresser https://t.co/SlFhnuyHVP,Negative
914,46657,"New York, NY",13-03-2020,#coronavirus tip 1: Your supermarket may be out of toilet paper. But know who isnt? Your now empty office building... STOCK UP! #Covid_19 https://t.co/pUKtHyH02z,Negative
915,46659,"Arlington, Virginia",13-03-2020,"For god sakes peoples, you dont need hoard at the grocery store! This is not the coming of a hurricane or a zombie apocalypse. There will be power and the grocery stores will remain open #StopFreekingOut #coronapocalypse #Covid_19",Positive
916,46661,United States,13-03-2020,"Im going to create a new battle Royale game based on the #Covid_19 pandemic.

Set in a gigantic Kroger. 200 people enter 1 leaves. You can use anything found in a grocery store to fight and loot.

Winner gets toilet paper and Lysol",Positive
917,46662,Incubois Unite,13-03-2020,We as a species are so fuckign stupid that we buy TOILET PAPER and HIGHLY PERISHABLE FOOD over a respiratory disease. Like if you wanna stock up get canned food and things that help your LUNGS. COVID-19 has no effect on the GI tract its not a gastric virus ya dimwits,Negative
918,46663,Stuttgart Germany,13-03-2020,"#while hamsters are buying canned food, I decided to get the Dont Panic  essentials... #COVID19 #coronadeutschland #coronavirus #Covid_19 https://t.co/d9xVqORgac",Negative
919,46665,India,13-03-2020,"Demand for vegetables rises in wake of #CoronavirusOutbreak. Prices continue to remain the same &amp; vendors expect the demand to increase even more 
 
@Paul_Oommen gets a report 
 
#Covid_19 #COVID19 #COVID-19 #CoronavirusPandemic #Pandemic #Coronavirus https://t.co/qH9zCfGiFC",Positive
920,46666,,13-03-2020,Surviving the Grocery Store with Mish #COVID19 https://t.co/13F98X5HrW via @YouTube #coronapocalypse #panicbuying #coronavirus #Covid_19 #CoronaOutbreak #BOREDOM #exhaustion,Positive
921,46667,Horn of Africa,13-03-2020,Garlic prices set to go up since it has been confirmed that garlic to be working well against #Covid_19 virus. use it in plenty pliz if u can. #coronavirusinKenya,Positive
922,46669,India,13-03-2020,"The coronavirus achieved more than any PM or president for the countries. Controlling population, lowering oil, gas, airline prices, free sick days from school/work, less traffic. 
#COVID2019 #coronavirusindia",Negative
923,46670,,13-03-2020,"Went 2 d grocery store, saw people stocking up on toilet paper more than groceries. Potatoes were out of stock &amp; the prices of tomatoes r hiked up (made in ??) to 3.49 dollars/lb. Stop taking advantage of the situation to make money! ? #CoronavirusPandemic #Covid_19 #lockdown",Negative
924,46671,,13-03-2020,I was just at a Grocery Store in Cali and it was being completely emptied out. It felt worse than Black Friday. People are so afraid. Checkout lady said someone bought $700 worth of groceries today. Cant help but think of those who only have $70 to spend on groceries. #Covid_19,Negative
925,46673,Europe,13-03-2020,"Just out of interest my American friends, have gun and ammunition prices gone up in the US since the #Covid_19 crisis started?",Negative
926,46675,"Cincinnati, OH",13-03-2020,I eat Chinese almost every Friday. They claim Chinese restaurants are suffering due to the #Covid_19 but they not cutting prices like the airline industry ?,Negative
927,46679,Toronto,13-03-2020,It's really bad out there. Hope everyone has basic food and supplies because I'm not sure there's going to be anything left over the weekend. @LoblawsON any comment on how our supply chain is meeting demand? #COVID19 #coronavirus https://t.co/2X91Nv0kXX,Negative
928,46680,,13-03-2020,The tension was high in the supermarket #people #Covid_19,Negative
929,46682,"Toronto,ON",13-03-2020,"Our Dearset Customers. We wanted to give you some insight regarding how we will be operating during the COVID-19 outbreak. We hope to be running the retail store and taproom as usual, and as of this writing, plan to https://t.co/4IE1TOjN9J",Positive
930,46683,"Milwaukee, WI",13-03-2020,"For those worried about online shopping, your packages are safe!
https://t.co/8shWM1GZ77 #coronavirus #CoronaVirusUpdate #WuhanVirus #pandemic #CoronavirusPandemic #Covid_19 #onlineshopping #shopping https://t.co/NWnq0kbwCR",Positive
931,46687,"New York, NY",13-03-2020,"Is your local grocery store wiped out from people stocking up because of the #coronavirus?  Panic-buying can ease anxiety, but the effects are typically short-lived. Here's a better way to cope. https://t.co/RfPh1Q0lc4",Positive
932,46690,"Baltimore, MD",13-03-2020,We went to our local grocery store today and noticed that the card section was completely out of get well cards. Not sure if this has a connection to #Covid_19 but its definitely strange.,Positive
933,46691,(D)MV,13-03-2020,"Wow really went to the grocery store no single toilet paper, no disinfecting wipes or spray, no sanitizers too.

E don happen #Covid_19",Negative
934,46694,,13-03-2020,@MassGovernor #coronapocalypse #COVID19sverige #Covid_19 #CoronaOutbreak Massachusetts is a #Democrats2020 so why is everyone emptying supermarket shelves? You don't trust the #Democrats2020 YOU elected? Or your are #selfish so when your neighbor gets sic,Positive
935,46695,"Ontario, Canada",13-03-2020,"It's a 2 hr long lineup to the billing in the Desi supermarket.People r hoarding whatever they can get their hands on.
I see the panic &amp; concern on all faces, &amp; here I'm reminiscent over if I knew the day of #resurrection was upon us ?

#Covid_19 #coronavirus #pandemic #qayamat",Negative
936,46697,New York City,13-03-2020,"Due to the COVID-19 pandemic, New York residents start to wear a mask and stock the food supply in New York City on 12th March 2020.
.
.
After the state of emergency declaration by the Mayor of New York City, most https://t.co/wmUJAQ1ifH",Negative
937,46699,"Sabah, Borneo",13-03-2020,Hmm i think i need to convince my parents to buy lots of food supplies before it is out of stock due to covid-19 :( need to buy food supplies for our pets too :(,Positive
938,46701,Israel,13-03-2020,Flashbacks from my childhood in the early 90s in Russia when we would come to the grocery store and the shelves would be empty #Covid_19 https://t.co/z4SprIU60t,Negative
939,46703,"Arkansas, USA",13-03-2020,"If you are not feeling well, please dont go shopping. Even if you dont think its #Covid_19 retail &amp; grocery workers like myself are exposed to lots of people in a day. Also, please dont yell at us for not having TP or sanitizer. If the store runs out, its not our fault.",Negative
940,46704,,13-03-2020,I'm convinced #Covid_19 was created by supermarket CEOs to get rid of products during income tax time.,Positive
941,46706,"London, England",13-03-2020,"#selfisolating or tired of #Covid_19? 

Our latest #futurefriday article takes a look at the rise of #transparent #retail, and what implications it could have for the #naturalproducts industry:

https://t.co/N60uUgTa0m

#FridayThoughts #organic #foodanddrink #horsemeat #consumers",Negative
942,46710,"Scottsdale, AZ",13-03-2020,"?? Starbucks may make some stores drive-thru only to increase ""social distancing"" amid coronavirus  https://t.co/kcFOcg1Ntb",Positive
943,46714,,13-03-2020,"How Costco, Walmart and grocery store workers be like vs retail associates 
                                                        #COVID2019 #CoronavirusOutbreak https://t.co/to5js40A2v",Positive
944,46715,,13-03-2020,Went to the grocery store after work. Good to see #Covid_19 panic alive and well in #kitchener. People stockpiling toilet paper. Meanwhile I just legitimately need toilet paper.,Positive
945,46717,Los Angeles,13-03-2020,"Just tried to go get some chicken at Trader Joe's. Apparently, ALL grocery stores are limiting the number of customers in the store at one time. I'm like, FUCKING HELL... thanks, #Covid_19 , it should be this way at #TraderJoes  ALWAYS.",Negative
946,46720,"Newport News, VA",13-03-2020,I survived the grocery store #coronapocalypse #Covid_19,Positive
947,46721,United States,13-03-2020,"So We went to a grocery store masked and gloves on. People are starting to clear basic items like pasta, Milk etc... It was crowded enough and workers are exposed exposing everything and everyone. @JayInslee #COVID19seattle #COVID2019 #CoronavirusPandemic",Positive
948,46723,,13-03-2020,"This was at our little grocery store earlier in the evening.. I talked with two of my friends about #Covid_19 and just listened to what they had to say about it and now 5 hours later, the governor closes schools statewide #Michigan what is happening https://t.co/Yc0GIuNtuM",Positive
949,46724,"Melbourne, Australia ",13-03-2020,"She continues...

""Like I'm scared as well. I work at a retail store and I meet all sorts of people. I thought this area wasn't affected but apparently, it is. I'm kinda worried infact. Do you think I might've caught it?"".

#coronavirus #Corona #CoronaOutbreak #CoronaVirusAu https://t.co/ULdw7iQPy0",Negative
950,46726,,13-03-2020,"Please don't get irate with retail workers when they calmly explain that they don't know the exact time they'll have hand sanitizer in

It isn't their fault you are unwilling to get to the store before opening (others will be waiting) to guarantee you'll get some #Covid_19",Positive
951,46730,Global Citizen ?,13-03-2020,"Do you see the importance of having cashflow or money for the miscellaneous stuff? It gives you the possibility of taking advantage of the market when stock prices fall?

You are able to tap into those funds and go stock shopping? #Covid_19",Positive
952,46731,"Tema, Ghana",13-03-2020,"Osu cemetery bookings at affordable prices,Dm if interested 

#Covid_19 https://t.co/qRNGuCyuSy",Positive
953,46733,"Montego Bay, Jamaica",13-03-2020,I wish ppl in supermarket lines understand social distances #Covid_19,Positive
954,46734,"Las Vegas, NV",13-03-2020,Stay Safe &amp; Be Prepared!!! https://t.co/zpgw1S49TX,Positive
955,46735,"Texas, USA",13-03-2020,"This is the only time I wish I had been an extreme coupon clipper, with stockpiles of stuff so I wouldnt have to go to the madhouse that is now called the grocery store. ? #ineedTP #CoronaOutbreak #Covid_19",Positive
956,46737,,13-03-2020,"CoronaVirus: Citizens now know they've been lied to and are hurrying to stock up of Food, Water and Vitamins C &amp; D plus Zinc to boost immune system.
https://t.co/e4HujwJTjf
covid-19 covid19 ubc sfu bcit uvic firefighter patriot prepper veteran hunter trucker rancher farmer xbox https://t.co/w0JKSLEiIB",Positive
957,46738,"Rocky River, OH",13-03-2020,"Recently, on the West Coast, a young woman named Rebecca was heading into the grocery store, when she heard a woman yell out from her parked car. If you need an inspiring article to read today, this is the one. ?

#coronavirus #COVID #Covid_19

https://t.co/rtcppEmsRZ",Positive
958,46740,All tweets are opinion,13-03-2020,"Go shopping in pairs for safety. Just saw a grocery store employee stocking Lysol wipes get bombarded and pushed to the ground by a group of women trying to grab them.
#Covid_19
#preppers",Positive
959,46741,,13-03-2020,"Me at the supermarket earlier as I saw shelf after shelf completely empty, ppl coughing, lanes long &amp; nothing was on sale? #coronapocalypse #panicbuying #Covid_19 https://t.co/Et7tuVG6Zt",Negative
960,46751,Sri Lanka,13-03-2020,"#Colombo looks like a typical working day except for the school kids, almost akin to a Satuday morning! Supermarket shelves are full again as seen thru windows. You can go panic buying again if u want. ? JK! Dont!!!
#lka #srilanka #Covid_19",Positive
961,46752,Ambition ,13-03-2020,"Coronavirus exposes where our trust lies . Our reaction to Shut downs only points out Where our heart lies . Is youre trust in the government or the job you work , or the ability to get up and go to the grocery store? Or is it God who fights youre battles &amp; Wins. #coronavirus",Positive
962,46754,"Dublin City, Ireland",13-03-2020,"The fight for the white gold is real and is probably coming to a supermarket near you!

#Covid_19 #CoronaOutbreak #CoronavirusPandemic #toiletpapercrisis #toiletpaperapocalypse https://t.co/L4lwihTmuE",Negative
963,46757,"Atlanta, GA",13-03-2020,"Is there a hashtag for helping folks who WEREN'T able to go to the grocery store &amp; get 3 carts of food?

Have any major grocery stores spoken on helping communities &amp; making food available to those who are furloughed, going w/o pay rn?

#COVID_19
#Coronavirus
#CoronavirusPandemic",Positive
964,46758,"Santa Monica, CA",13-03-2020,About to walk into a grocery store and shop for myself like some kind of peasant! ? #Covid_19 really fucking has me going to the grocery store when I shouldn't be cuz people are panicking and overwhelming Instacart. #TheStruggleIsReal #CoronavirusInLA,Negative
965,46766,Fillory,13-03-2020,"In the COVID-19 pandemic, lots of folks who work retail and lots of small businesses -- including fan-run businesses -- are struggling. If you're a fan of #TheMagicians and you or your business has been affected, reply with a link to your online store or patreon ?",Positive
